"","GEOID","Time.Period","County","Claims","Events","Comutting.Zone","Shoreline","cz"
"7247","48201412500","2010_2014","48201",0,0,"Houston",1,"32000"
"7248","48201412500","2015_2019","48201",15,0,"Houston",1,"32000"
"7249","12103022801","2010_2014","12103",0,0,"Tampa",1,"6700"
"7250","12103022801","2015_2019","12103",0,0,"Tampa",1,"6700"
"7251","48201412900","2010_2014","48201",12,0,"Houston",1,"32000"
"7252","48201412900","2015_2019","48201",468,3,"Houston",1,"32000"
"7253","12103022802","2010_2014","12103",0,0,"Tampa",1,"6700"
"7254","12103022802","2015_2019","12103",0,0,"Tampa",1,"6700"
"7255","48201413000","2010_2014","48201",5,0,"Houston",1,"32000"
"7256","48201413000","2015_2019","48201",471,2,"Houston",1,"32000"
"7257","12103022901","2010_2014","12103",0,0,"Tampa",1,"6700"
"7258","12103022901","2015_2019","12103",0,0,"Tampa",1,"6700"
"7259","48201413100","2010_2014","48201",2,0,"Houston",1,"32000"
"7260","48201413100","2015_2019","48201",529,2,"Houston",1,"32000"
"7261","12103022902","2010_2014","12103",0,0,"Tampa",1,"6700"
"7262","12103022902","2015_2019","12103",0,0,"Tampa",1,"6700"
"7263","48201451100","2010_2014","48201",8,0,"Houston",1,"32000"
"7264","48201451100","2015_2019","48201",156,1,"Houston",1,"32000"
"7265","12103023000","2010_2014","12103",0,0,"Tampa",1,"6700"
"7266","12103023000","2015_2019","12103",0,0,"Tampa",1,"6700"
"7267","48201451200","2010_2014","48201",10,0,"Houston",1,"32000"
"7268","48201451200","2015_2019","48201",273,1,"Houston",1,"32000"
"7269","12103023100","2010_2014","12103",0,0,"Tampa",1,"6700"
"7270","12103023100","2015_2019","12103",0,0,"Tampa",1,"6700"
"7271","48201451300","2010_2014","48201",0,0,"Houston",1,"32000"
"7272","48201451300","2015_2019","48201",82,1,"Houston",1,"32000"
"7273","12103023200","2010_2014","12103",0,0,"Tampa",1,"6700"
"7274","12103023200","2015_2019","12103",0,0,"Tampa",1,"6700"
"7275","48201451500","2010_2014","48201",4,0,"Houston",1,"32000"
"7276","48201451500","2015_2019","48201",177,1,"Houston",1,"32000"
"7277","12103023300","2010_2014","12103",0,0,"Tampa",1,"6700"
"7278","12103023300","2015_2019","12103",0,0,"Tampa",1,"6700"
"7279","48201451700","2010_2014","48201",4,0,"Houston",1,"32000"
"7280","48201451700","2015_2019","48201",30,0,"Houston",1,"32000"
"7281","12103023400","2010_2014","12103",0,0,"Tampa",1,"6700"
"7282","12103023400","2015_2019","12103",0,0,"Tampa",1,"6700"
"7283","48201311000","2010_2014","48201",0,0,"Houston",1,"32000"
"7284","48201311000","2015_2019","48201",9,0,"Houston",1,"32000"
"7285","12103023500","2010_2014","12103",0,0,"Tampa",1,"6700"
"7286","12103023500","2015_2019","12103",1,0,"Tampa",1,"6700"
"7287","48201311100","2010_2014","48201",0,0,"Houston",1,"32000"
"7288","48201311100","2015_2019","48201",31,0,"Houston",1,"32000"
"7289","12103023600","2010_2014","12103",3,0,"Tampa",1,"6700"
"7290","12103023600","2015_2019","12103",3,0,"Tampa",1,"6700"
"7291","48201311200","2010_2014","48201",0,0,"Houston",1,"32000"
"7292","48201311200","2015_2019","48201",4,0,"Houston",1,"32000"
"7293","12103023700","2010_2014","12103",2,0,"Tampa",1,"6700"
"7294","12103023700","2015_2019","12103",6,0,"Tampa",1,"6700"
"7295","48201311300","2010_2014","48201",0,0,"Houston",1,"32000"
"7296","48201311300","2015_2019","48201",5,0,"Houston",1,"32000"
"7297","12103023800","2010_2014","12103",2,0,"Tampa",1,"6700"
"7298","12103023800","2015_2019","12103",1,0,"Tampa",1,"6700"
"7299","48201311400","2010_2014","48201",0,0,"Houston",1,"32000"
"7300","48201311400","2015_2019","48201",13,0,"Houston",1,"32000"
"7301","12103023900","2010_2014","12103",1,0,"Tampa",1,"6700"
"7302","12103023900","2015_2019","12103",3,0,"Tampa",1,"6700"
"7303","48201311500","2010_2014","48201",0,0,"Houston",1,"32000"
"7304","48201311500","2015_2019","48201",13,0,"Houston",1,"32000"
"7305","12103024001","2010_2014","12103",8,0,"Tampa",1,"6700"
"7306","12103024001","2015_2019","12103",9,0,"Tampa",1,"6700"
"7307","48201311600","2010_2014","48201",0,0,"Houston",1,"32000"
"7308","48201311600","2015_2019","48201",6,0,"Houston",1,"32000"
"7309","12103024002","2010_2014","12103",6,0,"Tampa",1,"6700"
"7310","12103024002","2015_2019","12103",5,0,"Tampa",1,"6700"
"7311","48201311700","2010_2014","48201",0,0,"Houston",1,"32000"
"7312","48201311700","2015_2019","48201",26,0,"Houston",1,"32000"
"7313","12103024004","2010_2014","12103",23,0,"Tampa",1,"6700"
"7314","12103024004","2015_2019","12103",14,0,"Tampa",1,"6700"
"7315","48201412000","2010_2014","48201",2,0,"Houston",1,"32000"
"7316","48201412000","2015_2019","48201",49,1,"Houston",1,"32000"
"7317","12103024005","2010_2014","12103",14,0,"Tampa",1,"6700"
"7318","12103024005","2015_2019","12103",13,0,"Tampa",1,"6700"
"7319","48201412100","2010_2014","48201",0,0,"Houston",1,"32000"
"7320","48201412100","2015_2019","48201",0,0,"Houston",1,"32000"
"7321","12103024100","2010_2014","12103",1,0,"Tampa",1,"6700"
"7322","12103024100","2015_2019","12103",5,0,"Tampa",1,"6700"
"7323","48201412200","2010_2014","48201",5,0,"Houston",1,"32000"
"7324","48201412200","2015_2019","48201",53,1,"Houston",1,"32000"
"7325","12103024200","2010_2014","12103",0,0,"Tampa",1,"6700"
"7326","12103024200","2015_2019","12103",1,0,"Tampa",1,"6700"
"7327","48201412400","2010_2014","48201",2,0,"Houston",1,"32000"
"7328","48201412400","2015_2019","48201",92,1,"Houston",1,"32000"
"7329","12103024301","2010_2014","12103",3,0,"Tampa",1,"6700"
"7330","12103024301","2015_2019","12103",13,0,"Tampa",1,"6700"
"7331","48201412600","2010_2014","48201",4,0,"Houston",1,"32000"
"7332","48201412600","2015_2019","48201",18,0,"Houston",1,"32000"
"7333","12103024302","2010_2014","12103",4,0,"Tampa",1,"6700"
"7334","12103024302","2015_2019","12103",7,0,"Tampa",1,"6700"
"7335","48201412700","2010_2014","48201",12,0,"Houston",1,"32000"
"7336","48201412700","2015_2019","48201",406,3,"Houston",1,"32000"
"7337","12103024403","2010_2014","12103",2,0,"Tampa",1,"6700"
"7338","12103024403","2015_2019","12103",9,0,"Tampa",1,"6700"
"7339","48201412800","2010_2014","48201",4,0,"Houston",1,"32000"
"7340","48201412800","2015_2019","48201",1291,2,"Houston",1,"32000"
"7341","12103024406","2010_2014","12103",5,0,"Tampa",1,"6700"
"7342","12103024406","2015_2019","12103",0,0,"Tampa",1,"6700"
"7343","48201421000","2010_2014","48201",10,0,"Houston",1,"32000"
"7344","48201421000","2015_2019","48201",84,1,"Houston",1,"32000"
"7345","12103024408","2010_2014","12103",1,0,"Tampa",1,"6700"
"7346","12103024408","2015_2019","12103",0,0,"Tampa",1,"6700"
"7347","48201421500","2010_2014","48201",2,0,"Houston",1,"32000"
"7348","48201421500","2015_2019","48201",86,1,"Houston",1,"32000"
"7349","12103024409","2010_2014","12103",1,0,"Tampa",1,"6700"
"7350","12103024409","2015_2019","12103",4,0,"Tampa",1,"6700"
"7351","48201430100","2010_2014","48201",2,0,"Houston",1,"32000"
"7352","48201430100","2015_2019","48201",44,1,"Houston",1,"32000"
"7353","12103024410","2010_2014","12103",9,0,"Tampa",1,"6700"
"7354","12103024410","2015_2019","12103",9,0,"Tampa",1,"6700"
"7355","48201430200","2010_2014","48201",1,0,"Houston",1,"32000"
"7356","48201430200","2015_2019","48201",57,1,"Houston",1,"32000"
"7357","12103024411","2010_2014","12103",13,0,"Tampa",1,"6700"
"7358","12103024411","2015_2019","12103",7,0,"Tampa",1,"6700"
"7359","12103024412","2010_2014","12103",2,0,"Tampa",1,"6700"
"7360","12103024412","2015_2019","12103",0,0,"Tampa",1,"6700"
"7361","12103024413","2010_2014","12103",9,0,"Tampa",1,"6700"
"7362","12103024413","2015_2019","12103",6,0,"Tampa",1,"6700"
"7363","12103024505","2010_2014","12103",8,0,"Tampa",1,"6700"
"7364","12103024505","2015_2019","12103",7,0,"Tampa",1,"6700"
"7365","12103024507","2010_2014","12103",5,0,"Tampa",1,"6700"
"7366","12103024507","2015_2019","12103",2,0,"Tampa",1,"6700"
"7367","12103024508","2010_2014","12103",1,0,"Tampa",1,"6700"
"7368","12103024508","2015_2019","12103",1,0,"Tampa",1,"6700"
"7369","12103024509","2010_2014","12103",1,0,"Tampa",1,"6700"
"7370","12103024509","2015_2019","12103",4,0,"Tampa",1,"6700"
"7371","12103024510","2010_2014","12103",0,0,"Tampa",1,"6700"
"7372","12103024510","2015_2019","12103",0,0,"Tampa",1,"6700"
"7373","12103024511","2010_2014","12103",2,0,"Tampa",1,"6700"
"7374","12103024511","2015_2019","12103",3,0,"Tampa",1,"6700"
"7375","12103024512","2010_2014","12103",7,0,"Tampa",1,"6700"
"7376","12103024512","2015_2019","12103",7,0,"Tampa",1,"6700"
"7377","12103024513","2010_2014","12103",4,0,"Tampa",1,"6700"
"7378","12103024513","2015_2019","12103",2,0,"Tampa",1,"6700"
"7379","48201552302","2010_2014","48201",9,0,"Houston",1,"32000"
"7380","48201552302","2015_2019","48201",124,2,"Houston",1,"32000"
"7381","12103024514","2010_2014","12103",0,0,"Tampa",1,"6700"
"7382","12103024514","2015_2019","12103",4,0,"Tampa",1,"6700"
"7383","48201552602","2010_2014","48201",40,1,"Houston",1,"32000"
"7384","48201552602","2015_2019","48201",482,2,"Houston",1,"32000"
"7385","12103024601","2010_2014","12103",0,0,"Tampa",1,"6700"
"7386","12103024601","2015_2019","12103",3,0,"Tampa",1,"6700"
"7387","48201553001","2010_2014","48201",7,0,"Houston",1,"32000"
"7388","48201553001","2015_2019","48201",65,1,"Houston",1,"32000"
"7389","12103024602","2010_2014","12103",0,0,"Tampa",1,"6700"
"7390","12103024602","2015_2019","12103",0,0,"Tampa",1,"6700"
"7391","48201553002","2010_2014","48201",2,0,"Houston",1,"32000"
"7392","48201553002","2015_2019","48201",226,2,"Houston",1,"32000"
"7393","12103024701","2010_2014","12103",0,0,"Tampa",1,"6700"
"7394","12103024701","2015_2019","12103",0,0,"Tampa",1,"6700"
"7395","48201555302","2010_2014","48201",1,0,"Houston",1,"32000"
"7396","48201555302","2015_2019","48201",33,1,"Houston",1,"32000"
"7397","12103024702","2010_2014","12103",0,0,"Tampa",1,"6700"
"7398","12103024702","2015_2019","12103",0,0,"Tampa",1,"6700"
"7399","48201555303","2010_2014","48201",0,0,"Houston",1,"32000"
"7400","48201555303","2015_2019","48201",212,1,"Houston",1,"32000"
"7401","12103024703","2010_2014","12103",1,0,"Tampa",1,"6700"
"7402","12103024703","2015_2019","12103",0,0,"Tampa",1,"6700"
"7403","48201543001","2010_2014","48201",1,0,"Houston",1,"32000"
"7404","48201543001","2015_2019","48201",34,1,"Houston",1,"32000"
"7405","12103024801","2010_2014","12103",0,0,"Tampa",1,"6700"
"7406","12103024801","2015_2019","12103",3,0,"Tampa",1,"6700"
"7407","48201543003","2010_2014","48201",4,0,"Houston",1,"32000"
"7408","48201543003","2015_2019","48201",19,0,"Houston",1,"32000"
"7409","12103024803","2010_2014","12103",0,0,"Tampa",1,"6700"
"7410","12103024803","2015_2019","12103",2,0,"Tampa",1,"6700"
"7411","48201542102","2010_2014","48201",0,0,"Houston",1,"32000"
"7412","48201542102","2015_2019","48201",13,0,"Houston",1,"32000"
"7413","12103024804","2010_2014","12103",0,0,"Tampa",1,"6700"
"7414","12103024804","2015_2019","12103",0,0,"Tampa",1,"6700"
"7415","48201321402","2010_2014","48201",1,0,"Houston",1,"32000"
"7416","48201321402","2015_2019","48201",90,1,"Houston",1,"32000"
"7417","12103024805","2010_2014","12103",0,0,"Tampa",1,"6700"
"7418","12103024805","2015_2019","12103",1,0,"Tampa",1,"6700"
"7419","48201321401","2010_2014","48201",1,0,"Houston",1,"32000"
"7420","48201321401","2015_2019","48201",66,1,"Houston",1,"32000"
"7421","12103024901","2010_2014","12103",1,0,"Tampa",1,"6700"
"7422","12103024901","2015_2019","12103",6,0,"Tampa",1,"6700"
"7423","48201333202","2010_2014","48201",1,0,"Houston",1,"32000"
"7424","48201333202","2015_2019","48201",85,1,"Houston",1,"32000"
"7425","12103024902","2010_2014","12103",1,0,"Tampa",1,"6700"
"7426","12103024902","2015_2019","12103",7,0,"Tampa",1,"6700"
"7427","48201320601","2010_2014","48201",1,0,"Houston",1,"32000"
"7428","48201320601","2015_2019","48201",3,0,"Houston",1,"32000"
"7429","12103024904","2010_2014","12103",3,0,"Tampa",1,"6700"
"7430","12103024904","2015_2019","12103",2,0,"Tampa",1,"6700"
"7431","48201320602","2010_2014","48201",0,0,"Houston",1,"32000"
"7432","48201320602","2015_2019","48201",5,0,"Houston",1,"32000"
"7433","12103024905","2010_2014","12103",0,0,"Tampa",1,"6700"
"7434","12103024905","2015_2019","12103",15,0,"Tampa",1,"6700"
"7435","48201413202","2010_2014","48201",5,0,"Houston",1,"32000"
"7436","48201413202","2015_2019","48201",148,2,"Houston",1,"32000"
"7437","12103024906","2010_2014","12103",3,0,"Tampa",1,"6700"
"7438","12103024906","2015_2019","12103",3,0,"Tampa",1,"6700"
"7439","48201314001","2010_2014","48201",7,0,"Houston",1,"32000"
"7440","48201314001","2015_2019","48201",4,0,"Houston",1,"32000"
"7441","12103025004","2010_2014","12103",1,0,"Tampa",1,"6700"
"7442","12103025004","2015_2019","12103",4,0,"Tampa",1,"6700"
"7443","48201314002","2010_2014","48201",2,0,"Houston",1,"32000"
"7444","48201314002","2015_2019","48201",17,0,"Houston",1,"32000"
"7445","12103025007","2010_2014","12103",5,0,"Tampa",1,"6700"
"7446","12103025007","2015_2019","12103",5,0,"Tampa",1,"6700"
"7447","48201252302","2010_2014","48201",0,0,"Houston",1,"32000"
"7448","48201252302","2015_2019","48201",24,0,"Houston",1,"32000"
"7449","12103025009","2010_2014","12103",6,0,"Tampa",1,"6700"
"7450","12103025009","2015_2019","12103",3,0,"Tampa",1,"6700"
"7451","48201451800","2010_2014","48201",8,0,"Houston",1,"32000"
"7452","48201451800","2015_2019","48201",53,1,"Houston",1,"32000"
"7453","12103025010","2010_2014","12103",2,0,"Tampa",1,"6700"
"7454","12103025010","2015_2019","12103",3,0,"Tampa",1,"6700"
"7455","48201452000","2010_2014","48201",2,0,"Houston",1,"32000"
"7456","48201452000","2015_2019","48201",80,1,"Houston",1,"32000"
"7457","12103025011","2010_2014","12103",5,0,"Tampa",1,"6700"
"7458","12103025011","2015_2019","12103",5,0,"Tampa",1,"6700"
"7459","48201452100","2010_2014","48201",0,0,"Houston",1,"32000"
"7460","48201452100","2015_2019","48201",10,0,"Houston",1,"32000"
"7461","12103025012","2010_2014","12103",4,0,"Tampa",1,"6700"
"7462","12103025012","2015_2019","12103",4,0,"Tampa",1,"6700"
"7463","48201452300","2010_2014","48201",3,0,"Houston",1,"32000"
"7464","48201452300","2015_2019","48201",20,0,"Houston",1,"32000"
"7465","12103025013","2010_2014","12103",2,0,"Tampa",1,"6700"
"7466","12103025013","2015_2019","12103",3,0,"Tampa",1,"6700"
"7467","48201452400","2010_2014","48201",17,0,"Houston",1,"32000"
"7468","48201452400","2015_2019","48201",132,1,"Houston",1,"32000"
"7469","12103025014","2010_2014","12103",1,0,"Tampa",1,"6700"
"7470","12103025014","2015_2019","12103",2,0,"Tampa",1,"6700"
"7471","48201452500","2010_2014","48201",4,0,"Houston",1,"32000"
"7472","48201452500","2015_2019","48201",48,0,"Houston",1,"32000"
"7473","12103025015","2010_2014","12103",2,0,"Tampa",1,"6700"
"7474","12103025015","2015_2019","12103",4,0,"Tampa",1,"6700"
"7475","48201452600","2010_2014","48201",0,0,"Houston",1,"32000"
"7476","48201452600","2015_2019","48201",3,0,"Houston",1,"32000"
"7477","12103025016","2010_2014","12103",3,0,"Tampa",1,"6700"
"7478","12103025016","2015_2019","12103",2,0,"Tampa",1,"6700"
"7479","48201452700","2010_2014","48201",0,0,"Houston",1,"32000"
"7480","48201452700","2015_2019","48201",16,0,"Houston",1,"32000"
"7481","12103025017","2010_2014","12103",0,0,"Tampa",1,"6700"
"7482","12103025017","2015_2019","12103",1,0,"Tampa",1,"6700"
"7483","48201452900","2010_2014","48201",7,0,"Houston",1,"32000"
"7484","48201452900","2015_2019","48201",111,3,"Houston",1,"32000"
"7485","12103025018","2010_2014","12103",1,0,"Tampa",1,"6700"
"7486","12103025018","2015_2019","12103",1,0,"Tampa",1,"6700"
"7487","48201453000","2010_2014","48201",18,0,"Houston",1,"32000"
"7488","48201453000","2015_2019","48201",305,3,"Houston",1,"32000"
"7489","12103025019","2010_2014","12103",0,0,"Tampa",1,"6700"
"7490","12103025019","2015_2019","12103",1,0,"Tampa",1,"6700"
"7491","48201311800","2010_2014","48201",0,0,"Houston",1,"32000"
"7492","48201311800","2015_2019","48201",9,0,"Houston",1,"32000"
"7493","12103025106","2010_2014","12103",3,0,"Tampa",1,"6700"
"7494","12103025106","2015_2019","12103",0,0,"Tampa",1,"6700"
"7495","48201311900","2010_2014","48201",1,0,"Houston",1,"32000"
"7496","48201311900","2015_2019","48201",19,0,"Houston",1,"32000"
"7497","12103025107","2010_2014","12103",0,0,"Tampa",1,"6700"
"7498","12103025107","2015_2019","12103",1,0,"Tampa",1,"6700"
"7499","48201312000","2010_2014","48201",3,0,"Houston",1,"32000"
"7500","48201312000","2015_2019","48201",46,1,"Houston",1,"32000"
"7501","12103025108","2010_2014","12103",4,0,"Tampa",1,"6700"
"7502","12103025108","2015_2019","12103",8,0,"Tampa",1,"6700"
"7503","48201312100","2010_2014","48201",0,0,"Houston",1,"32000"
"7504","48201312100","2015_2019","48201",0,0,"Houston",1,"32000"
"7505","12103025109","2010_2014","12103",0,0,"Tampa",1,"6700"
"7506","12103025109","2015_2019","12103",0,0,"Tampa",1,"6700"
"7507","48201312200","2010_2014","48201",0,0,"Houston",1,"32000"
"7508","48201312200","2015_2019","48201",1,0,"Houston",1,"32000"
"7509","12103025110","2010_2014","12103",4,0,"Tampa",1,"6700"
"7510","12103025110","2015_2019","12103",11,0,"Tampa",1,"6700"
"7511","48201312300","2010_2014","48201",0,0,"Houston",1,"32000"
"7512","48201312300","2015_2019","48201",3,0,"Houston",1,"32000"
"7513","12103025111","2010_2014","12103",1,0,"Tampa",1,"6700"
"7514","12103025111","2015_2019","12103",0,0,"Tampa",1,"6700"
"7515","48201312400","2010_2014","48201",0,0,"Houston",1,"32000"
"7516","48201312400","2015_2019","48201",4,0,"Houston",1,"32000"
"7517","12103025112","2010_2014","12103",1,0,"Tampa",1,"6700"
"7518","12103025112","2015_2019","12103",2,0,"Tampa",1,"6700"
"7519","48201312500","2010_2014","48201",9,0,"Houston",1,"32000"
"7520","48201312500","2015_2019","48201",74,1,"Houston",1,"32000"
"7521","12103025113","2010_2014","12103",1,0,"Tampa",1,"6700"
"7522","12103025113","2015_2019","12103",0,0,"Tampa",1,"6700"
"7523","48201312600","2010_2014","48201",1,0,"Houston",1,"32000"
"7524","48201312600","2015_2019","48201",26,0,"Houston",1,"32000"
"7525","12103025114","2010_2014","12103",0,0,"Tampa",1,"6700"
"7526","12103025114","2015_2019","12103",0,0,"Tampa",1,"6700"
"7527","48201430300","2010_2014","48201",6,0,"Houston",1,"32000"
"7528","48201430300","2015_2019","48201",134,2,"Houston",1,"32000"
"7529","12103025115","2010_2014","12103",1,0,"Tampa",1,"6700"
"7530","12103025115","2015_2019","12103",0,0,"Tampa",1,"6700"
"7531","48201430400","2010_2014","48201",9,0,"Houston",1,"32000"
"7532","48201430400","2015_2019","48201",156,2,"Houston",1,"32000"
"7533","12103025116","2010_2014","12103",0,0,"Tampa",1,"6700"
"7534","12103025116","2015_2019","12103",0,0,"Tampa",1,"6700"
"7535","48201430500","2010_2014","48201",0,0,"Houston",1,"32000"
"7536","48201430500","2015_2019","48201",44,1,"Houston",1,"32000"
"7537","12103025119","2010_2014","12103",2,0,"Tampa",1,"6700"
"7538","12103025119","2015_2019","12103",0,0,"Tampa",1,"6700"
"7539","48201431600","2010_2014","48201",5,0,"Houston",1,"32000"
"7540","48201431600","2015_2019","48201",152,2,"Houston",1,"32000"
"7541","12103025120","2010_2014","12103",1,0,"Tampa",1,"6700"
"7542","12103025120","2015_2019","12103",2,0,"Tampa",1,"6700"
"7543","48201431700","2010_2014","48201",1,0,"Houston",1,"32000"
"7544","48201431700","2015_2019","48201",165,2,"Houston",1,"32000"
"7545","12103025121","2010_2014","12103",1,0,"Tampa",1,"6700"
"7546","12103025121","2015_2019","12103",0,0,"Tampa",1,"6700"
"7547","48201431900","2010_2014","48201",2,0,"Houston",1,"32000"
"7548","48201431900","2015_2019","48201",11,0,"Houston",1,"32000"
"7549","12103025122","2010_2014","12103",9,0,"Tampa",1,"6700"
"7550","12103025122","2015_2019","12103",9,0,"Tampa",1,"6700"
"7551","48201432100","2010_2014","48201",6,0,"Houston",1,"32000"
"7552","48201432100","2015_2019","48201",8,0,"Houston",1,"32000"
"7553","12103025123","2010_2014","12103",0,0,"Tampa",1,"6700"
"7554","12103025123","2015_2019","12103",0,0,"Tampa",1,"6700"
"7555","12103025203","2010_2014","12103",3,0,"Tampa",1,"6700"
"7556","12103025203","2015_2019","12103",11,0,"Tampa",1,"6700"
"7557","12103025204","2010_2014","12103",2,0,"Tampa",1,"6700"
"7558","12103025204","2015_2019","12103",0,0,"Tampa",1,"6700"
"7559","12103025205","2010_2014","12103",4,0,"Tampa",1,"6700"
"7560","12103025205","2015_2019","12103",12,0,"Tampa",1,"6700"
"7561","12103025207","2010_2014","12103",0,0,"Tampa",1,"6700"
"7562","12103025207","2015_2019","12103",2,0,"Tampa",1,"6700"
"7563","48355003602","2010_2014","48355",1,0,"Corpus Christi",1,"31700"
"7564","48355003602","2015_2019","48355",1,0,"Corpus Christi",1,"31700"
"7565","12103025208","2010_2014","12103",0,0,"Tampa",1,"6700"
"7566","12103025208","2015_2019","12103",0,0,"Tampa",1,"6700"
"7567","48355005801","2010_2014","48355",4,0,"Corpus Christi",1,"31700"
"7568","48355005801","2015_2019","48355",10,0,"Corpus Christi",1,"31700"
"7569","12103025209","2010_2014","12103",3,0,"Tampa",1,"6700"
"7570","12103025209","2015_2019","12103",14,0,"Tampa",1,"6700"
"7571","48355001801","2010_2014","48355",1,0,"Corpus Christi",1,"31700"
"7572","48355001801","2015_2019","48355",3,0,"Corpus Christi",1,"31700"
"7573","12103025303","2010_2014","12103",3,0,"Tampa",1,"6700"
"7574","12103025303","2015_2019","12103",2,0,"Tampa",1,"6700"
"7575","48355000600","2010_2014","48355",4,0,"Corpus Christi",1,"31700"
"7576","48355000600","2015_2019","48355",3,0,"Corpus Christi",1,"31700"
"7577","12103025304","2010_2014","12103",0,0,"Tampa",1,"6700"
"7578","12103025304","2015_2019","12103",1,0,"Tampa",1,"6700"
"7579","48355003601","2010_2014","48355",4,0,"Corpus Christi",1,"31700"
"7580","48355003601","2015_2019","48355",1,0,"Corpus Christi",1,"31700"
"7581","12103025305","2010_2014","12103",0,0,"Tampa",1,"6700"
"7582","12103025305","2015_2019","12103",2,0,"Tampa",1,"6700"
"7583","48355000800","2010_2014","48355",2,0,"Corpus Christi",1,"31700"
"7584","48355000800","2015_2019","48355",7,0,"Corpus Christi",1,"31700"
"7585","12103025306","2010_2014","12103",3,0,"Tampa",1,"6700"
"7586","12103025306","2015_2019","12103",0,0,"Tampa",1,"6700"
"7587","48355005417","2010_2014","48355",4,0,"Corpus Christi",1,"31700"
"7588","48355005417","2015_2019","48355",7,0,"Corpus Christi",1,"31700"
"7589","12103025307","2010_2014","12103",0,0,"Tampa",1,"6700"
"7590","12103025307","2015_2019","12103",0,0,"Tampa",1,"6700"
"7591","48355005406","2010_2014","48355",6,0,"Corpus Christi",1,"31700"
"7592","48355005406","2015_2019","48355",6,0,"Corpus Christi",1,"31700"
"7593","12103025308","2010_2014","12103",2,0,"Tampa",1,"6700"
"7594","12103025308","2015_2019","12103",0,0,"Tampa",1,"6700"
"7595","48355001802","2010_2014","48355",5,0,"Corpus Christi",1,"31700"
"7596","48355001802","2015_2019","48355",4,0,"Corpus Christi",1,"31700"
"7597","12103025401","2010_2014","12103",5,0,"Tampa",1,"6700"
"7598","12103025401","2015_2019","12103",12,0,"Tampa",1,"6700"
"7599","12103025405","2010_2014","12103",2,0,"Tampa",1,"6700"
"7600","12103025405","2015_2019","12103",0,0,"Tampa",1,"6700"
"7601","12103025407","2010_2014","12103",6,0,"Tampa",1,"6700"
"7602","12103025407","2015_2019","12103",11,0,"Tampa",1,"6700"
"7603","12103025408","2010_2014","12103",2,0,"Tampa",1,"6700"
"7604","12103025408","2015_2019","12103",2,0,"Tampa",1,"6700"
"7605","12103025411","2010_2014","12103",0,0,"Tampa",1,"6700"
"7606","12103025411","2015_2019","12103",0,0,"Tampa",1,"6700"
"7607","12103025412","2010_2014","12103",0,0,"Tampa",1,"6700"
"7608","12103025412","2015_2019","12103",5,0,"Tampa",1,"6700"
"7609","12103025413","2010_2014","12103",1,0,"Tampa",1,"6700"
"7610","12103025413","2015_2019","12103",1,0,"Tampa",1,"6700"
"7611","12103025414","2010_2014","12103",1,0,"Tampa",1,"6700"
"7612","12103025414","2015_2019","12103",4,0,"Tampa",1,"6700"
"7613","12103025415","2010_2014","12103",0,0,"Tampa",1,"6700"
"7614","12103025415","2015_2019","12103",1,0,"Tampa",1,"6700"
"7615","12103025416","2010_2014","12103",0,0,"Tampa",1,"6700"
"7616","12103025416","2015_2019","12103",0,0,"Tampa",1,"6700"
"7617","12103025417","2010_2014","12103",1,0,"Tampa",1,"6700"
"7618","12103025417","2015_2019","12103",1,0,"Tampa",1,"6700"
"7619","12103025501","2010_2014","12103",0,0,"Tampa",1,"6700"
"7620","12103025501","2015_2019","12103",2,0,"Tampa",1,"6700"
"7621","12103025503","2010_2014","12103",0,0,"Tampa",1,"6700"
"7622","12103025503","2015_2019","12103",1,0,"Tampa",1,"6700"
"7623","48355005404","2010_2014","48355",1,0,"Corpus Christi",1,"31700"
"7624","48355005404","2015_2019","48355",8,0,"Corpus Christi",1,"31700"
"7625","12103025505","2010_2014","12103",2,0,"Tampa",1,"6700"
"7626","12103025505","2015_2019","12103",1,0,"Tampa",1,"6700"
"7627","48355005900","2010_2014","48355",1,0,"Corpus Christi",1,"31700"
"7628","48355005900","2015_2019","48355",6,0,"Corpus Christi",1,"31700"
"7629","12103025506","2010_2014","12103",0,0,"Tampa",1,"6700"
"7630","12103025506","2015_2019","12103",1,0,"Tampa",1,"6700"
"7631","48355005602","2010_2014","48355",3,0,"Corpus Christi",1,"31700"
"7632","48355005602","2015_2019","48355",49,1,"Corpus Christi",1,"31700"
"7633","12103025602","2010_2014","12103",0,0,"Tampa",1,"6700"
"7634","12103025602","2015_2019","12103",1,0,"Tampa",1,"6700"
"7635","48355001300","2010_2014","48355",2,0,"Corpus Christi",1,"31700"
"7636","48355001300","2015_2019","48355",0,0,"Corpus Christi",1,"31700"
"7637","12103025603","2010_2014","12103",0,0,"Tampa",1,"6700"
"7638","12103025603","2015_2019","12103",0,0,"Tampa",1,"6700"
"7639","48355002900","2010_2014","48355",0,0,"Corpus Christi",1,"31700"
"7640","48355002900","2015_2019","48355",0,0,"Corpus Christi",1,"31700"
"7641","12103025604","2010_2014","12103",1,0,"Tampa",1,"6700"
"7642","12103025604","2015_2019","12103",0,0,"Tampa",1,"6700"
"7643","12103025700","2010_2014","12103",2,0,"Tampa",1,"6700"
"7644","12103025700","2015_2019","12103",11,0,"Tampa",1,"6700"
"7645","12103025800","2010_2014","12103",1,0,"Tampa",1,"6700"
"7646","12103025800","2015_2019","12103",0,0,"Tampa",1,"6700"
